sbd,don_vi,truong,mon,diem,giai
01.08.24,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Địa lí,13.500,K.Khích
01.08.26,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Địa lí,13.500,K.Khích
01.08.23,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Địa lí,14.500,Ba
01.08.25,Cần Thơ,Tỉnh Cần Thơ - THPT Châu Văn Liêm,Địa lí,14.750,Ba
01.08.06,Cần Thơ,Tỉnh Cần Thơ - THPT Lương Thế Vinh,Địa lí,14.000,K.Khích
01.08.18,Cần Thơ,Tỉnh Cần Thơ - THPT Vĩnh Tường,Địa lí,13.750,K.Khích
01.08.01,Cần Thơ,Tỉnh Cần Thơ - THPT Trần Văn Bảy,Địa lí,13.250,K.Khích
01.08.03,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Nguyễn Thị Minh Khai,Địa lí,14.000,K.Khích
01.08.04,Cần Thơ,Tỉnh Cần Thơ - THPT Lịch Hội Thượng,Địa lí,13.250,K.Khích
01.08.08,Cần Thơ,Tỉnh Cần Thơ - THPT Lịch Hội Thượng,Địa lí,13.750,K.Khích
01.08.09,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Nguyễn Thị Minh Khai,Địa lí,13.250,K.Khích
01.08.22,Cần Thơ,Tỉnh Cần Thơ - THPT Đoàn Văn Tố,Địa lí,13.750,K.Khích
01.09.01,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,13.100,K.Khích
01.09.02,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,13.000,K.Khích
01.09.08,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,12.800,K.Khích
01.09.10,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,14.600,Nhì
01.09.11,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,13.400,K.Khích
01.09.12,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,12.800,K.Khích
01.09.14,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,13.700,Ba
01.09.26,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,13.700,Ba
01.09.21,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,13.200,K.Khích
01.09.27,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,13.300,K.Khích
01.09.29,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Anh,14.100,Ba
01.09.06,Cần Thơ,Tỉnh Cần Thơ - THPT Nguyễn Khuyến,Tiếng Anh,13.300,K.Khích
01.11.01,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Pháp,13.750,Nhì
01.11.04,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Pháp,12.375,Ba
01.11.06,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Pháp,12.375,Ba
01.11.13,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Pháp,13.750,Nhì
01.11.14,Cần Thơ,Tỉnh Cần Thơ - THPT chuyên Lý Tự Trọng,Tiếng Pháp,11.900,K.Khích
03.01.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,30.500,Nhất
03.01.03,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,19.000,Ba
03.01.10,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,30.000,Nhất
03.01.16,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,28.500,Nhì
03.01.20,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,32.000,Nhất
03.01.12,Hà Nội,Hà Nội - THCS&THPT Newton,Toán,27.000,Nhì
03.01.06,Hà Nội,Hà Nội - THCS&THPT Newton,Toán,19.500,Ba
03.01.01,Hà Nội,Hà Nội - THCS&THPT Newton,Toán,25.000,Nhì
03.01.14,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Toán,25.000,Nhì
03.01.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,21.500,Nhì
03.01.18,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Toán,22.500,Nhì
03.01.13,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Toán,18.500,Ba
03.01.05,Hà Nội,Hà Nội - THCS&THPT Newton,Toán,28.500,Nhì
03.01.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,20.500,Ba
03.01.19,Hà Nội,Hà Nội - THCS&THPT Newton,Toán,26.000,Nhì
03.01.04,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,22.000,Nhì
03.01.07,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,22.000,Nhì
03.01.15,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Toán,18.000,Ba
03.02.16,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,32.250,Nhất
03.02.18,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Vật lí,27.250,Nhất
03.02.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,27.500,Nhất
03.02.13,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,28.750,Nhất
03.02.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,17.250,Ba
03.02.15,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,26.750,Nhất
03.02.19,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,22.250,Nhì
03.02.20,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,19.750,Nhì
03.02.03,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,18.000,Ba
03.02.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,12.500,K.Khích
03.02.02,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Vật lí,18.750,Nhì
03.02.06,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,21.500,Nhì
03.02.09,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Vật lí,13.250,K.Khích
03.02.10,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Vật lí,20.000,Nhì
03.02.04,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Vật lí,18.750,Nhì
03.02.07,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Vật lí,18.500,Ba
03.02.11,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,20.500,Nhì
03.02.12,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Vật lí,18.500,Ba
03.02.05,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Vật lí,17.000,Ba
03.02.14,Hà Nội,Hà Nội - THCS&THPT Newton,Vật lí,21.250,Nhì
03.03.14,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,35.500,Nhất
03.03.07,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Hóa học,26.375,Nhì
03.03.16,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,27.000,Nhì
03.03.20,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,24.750,Nhì
03.03.18,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Hóa học,29.375,Nhất
03.03.10,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,32.750,Nhất
03.03.03,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,26.750,Nhì
03.03.04,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,19.875,Ba
03.03.15,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,36.000,Nhất
03.03.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,30.750,Nhất
03.03.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,25.250,Nhì
03.03.12,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,23.875,Nhì
03.03.06,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Hóa học,23.000,Nhì
03.03.19,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,27.250,Nhì
03.03.05,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Hóa học,21.125,Ba
03.03.13,Hà Nội,Hà Nội - THCS&THPT Newton,Hóa học,25.375,Nhì
03.03.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,28.125,Nhì
03.03.11,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,25.250,Nhì
03.03.09,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Hóa học,24.500,Nhì
03.04.18,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,26.750,Nhất
03.04.10,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,28.250,Nhất
03.04.16,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,25.500,Nhì
03.04.01,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Sinh học,26.750,Nhất
03.04.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,24.250,Nhì
03.04.11,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,27.000,Nhất
03.04.05,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,22.000,Ba
03.04.04,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,24.750,Nhì
03.04.14,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,23.250,Nhì
03.04.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,25.500,Nhì
03.04.12,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,28.000,Nhất
03.04.07,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Sinh học,24.000,Nhì
03.04.20,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Sinh học,20.000,K.Khích
03.04.19,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,24.250,Nhì
03.04.09,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Sinh học,28.000,Nhất
03.04.06,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,22.750,Nhì
03.04.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Sinh học,26.000,Nhất
03.04.13,Hà Nội,Hà Nội - THCS&THPT Newton,Sinh học,20.750,Ba
03.05.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,27.163,Nhất
03.05.12,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,20.130,Ba
03.05.16,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,22.557,Nhì
03.05.04,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,32.557,Nhất
03.05.03,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,23.398,Nhì
03.05.06,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,25.173,Nhì
03.05.14,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,17.450,Ba
03.05.10,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,18.920,Ba
03.05.17,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,15.550,K.Khích
03.05.05,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,19.157,Ba
03.05.13,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,22.080,Nhì
03.05.07,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,20.367,Ba
03.05.19,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,19.550,Ba
03.05.18,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,14.040,K.Khích
03.05.09,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,23.523,Nhì
03.05.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,14.440,K.Khích
03.05.20,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tin học,20.970,Nhì
03.05.15,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tin học,16.750,Ba
03.05.02,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tin học,15.242,K.Khích
03.06.05,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Ngữ văn,13.000,Ba
03.06.11,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Ngữ văn,15.000,Nhì
03.06.17,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Ngữ văn,13.000,Ba
03.06.19,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Ngữ văn,13.000,Ba
03.06.10,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Ngữ văn,13.750,Nhì
03.06.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Ngữ văn,12.500,K.Khích
03.06.18,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Ngữ văn,14.250,Nhì
03.06.15,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Ngữ văn,12.750,Ba
03.06.14,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Ngữ văn,12.750,Ba
03.06.07,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Ngữ văn,12.500,K.Khích
03.06.12,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Ngữ văn,14.000,Nhì
03.06.13,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Ngữ văn,13.000,Ba
03.06.16,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Ngữ văn,13.500,Nhì
03.06.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Ngữ văn,14.000,Nhì
03.06.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Ngữ văn,14.000,Nhì
03.06.20,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Ngữ văn,13.000,Ba
03.06.06,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Ngữ văn,13.500,Nhì
03.06.09,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Ngữ văn,13.000,Ba
03.06.03,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Ngữ văn,14.000,Nhì
03.07.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Lịch sử,16.500,Nhì
03.07.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Lịch sử,16.250,Nhì
03.07.10,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Lịch sử,15.500,Ba
03.07.06,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Lịch sử,17.500,Nhất
03.07.08,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Lịch sử,17.250,Nhì
03.07.18,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Lịch sử,16.500,Nhì
03.07.13,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Lịch sử,14.250,K.Khích
03.07.20,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Lịch sử,14.500,K.Khích
03.07.09,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Lịch sử,17.250,Nhì
03.07.02,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Lịch sử,17.000,Nhì
03.07.03,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Lịch sử,15.250,Ba
03.07.19,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Lịch sử,14.500,K.Khích
03.07.15,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Lịch sử,16.500,Nhì
03.07.16,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Lịch sử,14.250,K.Khích
03.07.04,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Lịch sử,15.250,Ba
03.07.12,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Lịch sử,15.000,K.Khích
03.08.04,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,14.250,Ba
03.08.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,14.250,Ba
03.08.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,16.000,Nhì
03.08.02,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Địa lí,13.750,K.Khích
03.08.07,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Địa lí,15.500,Nhì
03.08.10,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Địa lí,15.500,Nhì
03.08.20,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Địa lí,13.750,K.Khích
03.08.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,15.500,Nhì
03.08.18,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,13.500,K.Khích
03.08.06,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,13.250,K.Khích
03.08.15,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Địa lí,14.500,Ba
03.08.03,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,14.250,Ba
03.08.05,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,15.000,Ba
03.08.12,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,15.500,Nhì
03.08.13,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,16.250,Nhất
03.08.09,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Địa lí,15.500,Nhì
03.08.16,Hà Nội,Hà Nội - THPT chuyên Sơn Tây,Địa lí,13.250,K.Khích
03.08.14,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Địa lí,14.750,Ba
03.08.11,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Địa lí,15.000,Ba
03.09.04,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tiếng Anh,13.700,Ba
03.09.07,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,15.600,Nhất
03.09.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,16.200,Nhất
03.09.20,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,13.600,K.Khích
03.09.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,14.500,Nhì
03.09.03,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,12.700,K.Khích
03.09.15,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Anh,14.000,Ba
03.09.12,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,14.900,Nhì
03.09.10,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,13.800,Ba
03.09.11,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,15.200,Nhì
03.09.14,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,13.200,K.Khích
03.09.09,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,14.700,Nhì
03.09.16,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,14.900,Nhì
03.09.19,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tiếng Anh,13.600,K.Khích
03.09.08,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,14.400,Ba
03.09.13,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,13.100,K.Khích
03.09.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,14.700,Nhì
03.09.18,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,13.900,Ba
03.09.06,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,14.300,Ba
03.09.05,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Anh,13.900,Ba
03.10.19,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tiếng Nga,15.600,Nhì
03.10.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Nga,15.065,Nhì
03.10.11,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Nga,12.350,K.Khích
03.10.04,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tiếng Nga,12.760,K.Khích
03.10.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Nga,12.425,K.Khích
03.10.16,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tiếng Nga,13.900,Ba
03.10.18,Hà Nội,Hà Nội - THCS&THPT Newton,Tiếng Nga,15.900,Nhì
03.11.08,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Pháp,14.725,Nhì
03.11.16,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Pháp,12.875,Ba
03.11.04,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Pháp,12.150,K.Khích
03.11.14,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,11.600,K.Khích
03.11.09,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Pháp,13.825,Nhì
03.11.15,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,12.275,Ba
03.11.18,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,13.175,Ba
03.11.10,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,12.450,Ba
03.11.13,Hà Nội,Hà Nội - THPT chuyên Nguyễn Huệ,Tiếng Pháp,12.350,Ba
03.11.11,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,11.550,K.Khích
03.11.03,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Pháp,13.125,Ba
03.11.06,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Pháp,11.975,K.Khích
03.11.19,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,13.325,Nhì
03.11.05,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,13.875,Nhì
03.11.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,14.450,Nhì
03.11.07,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,14.300,Nhì
03.11.12,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,13.700,Nhì
03.11.20,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Pháp,11.300,K.Khích
03.11.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,14.000,Nhì
03.11.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Pháp,12.025,K.Khích
03.12.02,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Trung,15.700,Nhì
03.12.17,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Trung,13.700,K.Khích
03.12.16,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Trung,15.250,Nhì
03.12.04,Hà Nội,Hà Nội - THPT Quang Trung-Hà Đông,Tiếng Trung,13.550,K.Khích
03.12.12,Hà Nội,Hà Nội - THCS&THPT Lương Thế Vinh,Tiếng Trung,14.150,Ba
03.13.03,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Nhật,14.900,Nhì
03.13.02,Hà Nội,Hà Nội - THPT Hoàng Long,Tiếng Nhật,16.200,Nhì
03.13.01,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Nhật,15.050,Nhì
03.13.04,Hà Nội,Hà Nội - THPT chuyên Hà Nội-Amsterdam,Tiếng Nhật,15.700,Nhì
03.13.07,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Nhật,10.000,K.Khích
03.13.06,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Nhật,11.600,K.Khích
03.13.05,Hà Nội,Hà Nội - THPT chuyên Chu Văn An,Tiếng Nhật,10.350,K.Khích
09.01.07,Cà Mau,Cà Mau - THPT chuyên Bạc Liêu,Toán,20.500,Ba
09.01.12,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Toán,14.000,K.Khích
09.01.13,Cà Mau,Cà Mau - THPT chuyên Bạc Liêu,Toán,14.000,K.Khích
09.01.03,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Toán,14.000,K.Khích
09.01.04,Cà Mau,Cà Mau - THPT Giá Rai,Toán,17.000,K.Khích
09.02.18,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Vật lí,14.250,K.Khích
09.03.19,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Hóa học,19.000,Ba
09.03.05,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Hóa học,17.625,K.Khích
09.04.07,Cà Mau,Cà Mau - THPT Hồ Thị Kỷ,Sinh học,21.000,Ba
09.04.03,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Sinh học,19.000,K.Khích
09.04.04,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Sinh học,19.500,K.Khích
09.04.06,Cà Mau,Cà Mau - THPT chuyên Phan Ngọc Hiển,Sinh học,19.750,K.Khích
09.04.18,Cà Mau,Cà Mau - THPT Cái Nước,Sinh học,19.000,K.Khích
09.05.09,Cà Mau,Cà Mau - THPT chuyên Bạc Liêu,Tin học,25.360,Nhì
09.05.11,Cà Mau,Cà Mau - THPT chuyên Bạc Liêu,Tin học,16.028,K.Khích
09.05.03,Cà Mau,Cà Mau - THPT Cái Nước,Tin học,13.500,K.Khích
